appln_id,full_pub_number
605235515,US12087352B2
605409282,CN117476632A
605409282,CN117476632A
605409282,CN117476632A
605409282,CN117476632A
605409282,CN117476632A
605409282,CN117476632A
605409282,CN117476632A
606755572,CN117594577A
606755572,CN117594577A
607131087,US2024071967A1
607131087,US2024071967A1
607131087,US2024071967A1
607131087,US2024071967A1
607131087,US2024071967A1
607131087,US2024071967A1
607131087,US2024071967A1
607131087,US2024071967A1
607131087,US2024071967A1
607131087,US2024071967A1
607131087,US2024071967A1
607131087,US2024071967A1
607131087,US2024071967A1
607131087,US2024071967A1
607131087,US2024071967A1
607233770,CN117637668A
607233770,CN117637668A
607233770,CN117637668A
607233770,CN117637668A
607233770,CN117637668A
607233770,CN117637668A
607233770,CN117637668A
607233770,CN117637668A
607233770,CN117637668A
607233770,CN117637668A
607233770,CN117637668A
607233770,CN117637668A
607233770,CN117637668A
607233770,CN117637668A
607233770,CN117637668A
607571193,JP7451819B2
607571193,JP7451819B2
607571193,JP7451819B2
607571193,JP7451819B2
607571193,JP7451819B2
607861582,CN117712033A
607944098,WO2024054427A1
607944098,WO2024054427A1
607951340,WO2024051124A1
607951340,WO2024051124A1
607951340,WO2024051124A1
607951340,WO2024051124A1
607951340,WO2024051124A1
607951340,WO2024051124A1
609732873,CN220774364U
609732873,CN220774364U
609732873,CN220774364U
609732873,CN220774364U
609732873,CN220774364U
609732873,CN220774364U
609732873,CN220774364U
610709377,US2024145438A1
610709377,US2024145438A1
610709377,US2024145438A1
610709377,US2024145438A1
613753453,US2024213219A1
613753453,US2024213219A1
613753453,US2024213219A1
613753453,US2024213219A1
613753453,US2024213219A1
613753453,US2024213219A1
613753453,US2024213219A1
613753453,US2024213219A1
613753453,US2024213219A1
613753453,US2024213219A1
613753453,US2024213219A1
613753453,US2024213219A1
613753453,US2024213219A1
613753453,US2024213219A1
622131238,US2024403240A1
623836735,KR20240175915A
623836735,KR20240175915A
623836735,KR20240175915A
623836735,KR20240175915A
623836735,KR20240175915A
623836735,KR20240175915A
623836735,KR20240175915A
623836735,KR20240175915A
623836735,KR20240175915A
625849510,US2025054911A1
625849510,US2025054911A1
625849510,US2025054911A1
572671697,US11735528B2
572671697,US11735528B2
572671697,US11735528B2
577121632,US11681457B2
577121632,US11681457B2
577121632,US11681457B2
577121632,US11681457B2
577121632,US11681457B2
577121632,US11681457B2
577121632,US11681457B2
577121632,US11681457B2
577121632,US11681457B2
577121632,US11681457B2
577121632,US11681457B2
577121632,US11681457B2
577121632,US11681457B2
577121632,US11681457B2
577515609,US11810640B2
577515609,US11810640B2
577515609,US11810640B2
577515609,US11810640B2
577515609,US11810640B2
577515609,US11810640B2
577515609,US11810640B2
577532402,WO2023025500A1
577532402,WO2023025500A1
577983803,WO2022173700A1
577983803,WO2022173700A1
577983803,WO2022173700A1
577983803,WO2022173700A1
577983803,WO2022173700A1
577983803,WO2022173700A1
577983803,WO2022173700A1
581925203,CN115273923A
581925203,CN115273923A
581925203,CN115273923A
581925203,CN115273923A
581925203,CN115273923A
581925203,CN115273923A
581925203,CN115273923A
582842669,US2022367412A1
582842669,US2022367412A1
582842669,US2022367412A1
582842669,US2022367412A1
585210177,US2022414030A1
585896123,US11775460B2
585896123,US11775460B2
585896123,US11775460B2
585896123,US11775460B2
585896123,US11775460B2
585896123,US11775460B2
585896123,US11775460B2
585896123,US11775460B2
585896123,US11775460B2
585896123,US11775460B2
591319039,WO2023064055A1
591319039,WO2023064055A1
591319039,WO2023064055A1
591319039,WO2023064055A1
591319039,WO2023064055A1
591319039,WO2023064055A1
591319039,WO2023064055A1
591319039,WO2023064055A1
592866034,CN116153349A
592890752,CN116152040A
592890752,CN116152040A
592890752,CN116152040A
592890752,CN116152040A
592890752,CN116152040A
592890752,CN116152040A
592890752,CN116152040A
592890752,CN116152040A
592890752,CN116152040A
593012219,US11936379B2
597778985,CN116664382A
597928494,US2023275068A1
612047472,CN118103907A
612047472,CN118103907A
612047472,CN118103907A
612047472,CN118103907A
612047472,CN118103907A
612047472,CN118103907A
612047472,CN118103907A
612047472,CN118103907A
615789216,CN118402000A
615789216,CN118402000A
615789216,CN118402000A
615789216,CN118402000A
615789216,CN118402000A
615789216,CN118402000A
615789216,CN118402000A
615789216,CN118402000A
615789216,CN118402000A
615789216,CN118402000A
569602315,EP4064347A1
569602315,EP4064347A1
569602315,EP4064347A1
569602315,EP4064347A1
569602315,EP4064347A1
569602315,EP4064347A1
572671697,US11735528B2
572671697,US11735528B2
572671697,US11735528B2
572671697,US11735528B2
572671697,US11735528B2
572671697,US11735528B2
572671697,US11735528B2
572671697,US11735528B2
572671697,US11735528B2
572671697,US11735528B2
572671697,US11735528B2
572671697,US11735528B2
572671697,US11735528B2
572671697,US11735528B2
572671697,US11735528B2
573021254,EP4095908A1
573021254,EP4095908A1
573021254,EP4095908A1
573021254,EP4095908A1
573021254,EP4095908A1
573021254,EP4095908A1
573021254,EP4095908A1
573021254,EP4095908A1
573021254,EP4095908A1
573021254,EP4095908A1
573021254,EP4095908A1
576103133,EP4152390A1
576103133,EP4152390A1
576103133,EP4152390A1
576103133,EP4152390A1
576103133,EP4152390A1
576103133,EP4152390A1
576103133,EP4152390A1
576103133,EP4152390A1
576103133,EP4152390A1
576103133,EP4152390A1
576103133,EP4152390A1
576103133,EP4152390A1
576103133,EP4152390A1
576103133,EP4152390A1
576103133,EP4152390A1
576103133,EP4152390A1
579887964,US11921638B2
579887964,US11921638B2
579887964,US11921638B2
579887964,US11921638B2
580064530,CN115117034A
580064530,CN115117034A
580064530,CN115117034A
580064530,CN115117034A
580064530,CN115117034A
580064530,CN115117034A
582842669,US2022367412A1
582842669,US2022367412A1
583230112,US12170275B2
583230112,US12170275B2
583230112,US12170275B2
583230112,US12170275B2
583230112,US12170275B2
583230112,US12170275B2
583230112,US12170275B2
583230112,US12170275B2
583230112,US12170275B2
583230112,US12170275B2
583230112,US12170275B2
583437964,CN115411038B
583437964,CN115411038B
583437964,CN115411038B
583437964,CN115411038B
583437964,CN115411038B
583437964,CN115411038B
583437964,CN115411038B
583437964,CN115411038B
583437964,CN115411038B
583437964,CN115411038B
583437964,CN115411038B
587378808,US11990461B2
587378808,US11990461B2
587378808,US11990461B2
587378808,US11990461B2
587378808,US11990461B2
587378808,US11990461B2
587378808,US11990461B2
587378808,US11990461B2
587378808,US11990461B2
587378808,US11990461B2
597778985,CN116664382A
597778985,CN116664382A
597928494,US2023275068A1
597928494,US2023275068A1
605580552,US2024036278A1
605580552,US2024036278A1
605580552,US2024036278A1
605580552,US2024036278A1
605580552,US2024036278A1
605580552,US2024036278A1
605580552,US2024036278A1
606707795,US2024063168A1
606707795,US2024063168A1
608496481,KR20240028579A
608496481,KR20240028579A
608496481,KR20240028579A
608496481,KR20240028579A
608496481,KR20240028579A
608496481,KR20240028579A
608496481,KR20240028579A
608496481,KR20240028579A
608496481,KR20240028579A
608496481,KR20240028579A
608496481,KR20240028579A
608496481,KR20240028579A
608496481,KR20240028579A
608496481,KR20240028579A
608496481,KR20240028579A
613386513,KR20240083894A
613386513,KR20240083894A
613386513,KR20240083894A
613386513,KR20240083894A
613386513,KR20240083894A
613386513,KR20240083894A
613386513,KR20240083894A
613386513,KR20240083894A
613386513,KR20240083894A
613386513,KR20240083894A
613386513,KR20240083894A
613386513,KR20240083894A
613386513,KR20240083894A
613386513,KR20240083894A
613386513,KR20240083894A
613386513,KR20240083894A
613386513,KR20240083894A
613386513,KR20240083894A
613386513,KR20240083894A
613386513,KR20240083894A
614150801,KR20240098562A
614150801,KR20240098562A
614150801,KR20240098562A
614150801,KR20240098562A
614150801,KR20240098562A
614150801,KR20240098562A
614150801,KR20240098562A
614150801,KR20240098562A
614150801,KR20240098562A
614150801,KR20240098562A
614150801,KR20240098562A
614150801,KR20240098562A
614150801,KR20240098562A
614150801,KR20240098562A
551453853,US11194505B2
551453853,US11194505B2
551453853,US11194505B2
551453853,US11194505B2
551453853,US11194505B2
551453853,US11194505B2
551453853,US11194505B2
551453853,US11194505B2
551453853,US11194505B2
551453853,US11194505B2
551453853,US11194505B2
551453853,US11194505B2
551453853,US11194505B2
551453883,US11334282B2
551453883,US11334282B2
551453883,US11334282B2
551453883,US11334282B2
551453883,US11334282B2
551453883,US11334282B2
551453883,US11334282B2
551453883,US11334282B2
551453883,US11334282B2
551453883,US11334282B2
551453883,US11334282B2
551453883,US11334282B2
551453883,US11334282B2
551453883,US11334282B2
555013152,WO2022020118A1
555013152,WO2022020118A1
555013152,WO2022020118A1
555472078,US2021249053A1
557386691,US11355181B2
557386691,US11355181B2
557386691,US11355181B2
557386691,US11355181B2
557386691,US11355181B2
557386691,US11355181B2
557386691,US11355181B2
557386691,US11355181B2
557386691,US11355181B2
557386691,US11355181B2
557386691,US11355181B2
557386691,US11355181B2
557386691,US11355181B2
559877463,US11557333B2
559877463,US11557333B2
559877463,US11557333B2
559877463,US11557333B2
559877463,US11557333B2
559877463,US11557333B2
559877463,US11557333B2
559877463,US11557333B2
559877463,US11557333B2
559877463,US11557333B2
559877463,US11557333B2
566022217,US12181987B2
566022217,US12181987B2
566022217,US12181987B2
566022217,US12181987B2
566022217,US12181987B2
566022217,US12181987B2
566022217,US12181987B2
569509526,CN114256224A
569509526,CN114256224A
576668854,US11631444B2
576668854,US11631444B2
576668854,US11631444B2
576668854,US11631444B2
576668854,US11631444B2
576668854,US11631444B2
576898258,TWI785666B
576898258,TWI785666B
576898258,TWI785666B
578038462,KR20220108265A
578038462,KR20220108265A
578038462,KR20220108265A
578038462,KR20220108265A
578038462,KR20220108265A
578038462,KR20220108265A
580579098,KR102493268B1
580579098,KR102493268B1
580579098,KR102493268B1
580579098,KR102493268B1
582528017,CN115335908A
582528017,CN115335908A
582528017,CN115335908A
588129736,US12016251B2
588129736,US12016251B2
591090810,US11869626B2
591090810,US11869626B2
591090810,US11869626B2
591090810,US11869626B2
591090810,US11869626B2
591090810,US11869626B2
591090810,US11869626B2
591090810,US11869626B2
592645440,CN116134516A
592645440,CN116134516A
592645440,CN116134516A
593733156,US2023180621A1
555013152,WO2022020118A1
555013152,WO2022020118A1
555013152,WO2022020118A1
555013152,WO2022020118A1
555013152,WO2022020118A1
555013152,WO2022020118A1
555013152,WO2022020118A1
555013152,WO2022020118A1
555013152,WO2022020118A1
555013152,WO2022020118A1
555013152,WO2022020118A1
555013152,WO2022020118A1
555013152,WO2022020118A1
555013152,WO2022020118A1
555013152,WO2022020118A1
555138014,EP4033534A1
555138014,EP4033534A1
555138014,EP4033534A1
555138014,EP4033534A1
555138014,EP4033534A1
555138014,EP4033534A1
555138014,EP4033534A1
555138014,EP4033534A1
555138014,EP4033534A1
555138014,EP4033534A1
558637488,CN113488449A
558637488,CN113488449A
558637488,CN113488449A
558637488,CN113488449A
558637488,CN113488449A
558637488,CN113488449A
558637488,CN113488449A
558637488,CN113488449A
558637488,CN113488449A
558637488,CN113488449A
559877463,US11557333B2
559877463,US11557333B2
559877463,US11557333B2
559877463,US11557333B2
559877463,US11557333B2
559877463,US11557333B2
559877463,US11557333B2
561005614,US12154890B2
561005614,US12154890B2
561005614,US12154890B2
561005614,US12154890B2
561005614,US12154890B2
561005614,US12154890B2
561005614,US12154890B2
561005614,US12154890B2
561005614,US12154890B2
561005614,US12154890B2
561005614,US12154890B2
561005614,US12154890B2
561005614,US12154890B2
561005614,US12154890B2
561005614,US12154890B2
561005614,US12154890B2
563066600,CN113838820A
563066600,CN113838820A
563066600,CN113838820A
563066600,CN113838820A
563066600,CN113838820A
563066600,CN113838820A
563066600,CN113838820A
563066600,CN113838820A
563131136,CN113873741A
563131136,CN113873741A
563131136,CN113873741A
563131136,CN113873741A
563131136,CN113873741A
563131136,CN113873741A
563131136,CN113873741A
563131136,CN113873741A
563131136,CN113873741A
563131136,CN113873741A
567003165,US11903221B2
569509526,CN114256224A
574259097,US11935867B2
574259097,US11935867B2
574259097,US11935867B2
574259097,US11935867B2
574259097,US11935867B2
574259097,US11935867B2
574259097,US11935867B2
574259097,US11935867B2
574259097,US11935867B2
574259097,US11935867B2
574259097,US11935867B2
574259097,US11935867B2
574259097,US11935867B2
574259097,US11935867B2
574259097,US11935867B2
574259097,US11935867B2
574259097,US11935867B2
574616710,US11488944B2
574616710,US11488944B2
574616710,US11488944B2
574616710,US11488944B2
574616710,US11488944B2
574616710,US11488944B2
574616710,US11488944B2
574616710,US11488944B2
574616710,US11488944B2
574616710,US11488944B2
576668854,US11631444B2
576668854,US11631444B2
576668854,US11631444B2
576898258,TWI785666B
576898258,TWI785666B
576898258,TWI785666B
576898258,TWI785666B
576898258,TWI785666B
576898258,TWI785666B
576898258,TWI785666B
576898258,TWI785666B
576898258,TWI785666B
576898258,TWI785666B
576898258,TWI785666B
576898258,TWI785666B
576898258,TWI785666B
576898258,TWI785666B
576898258,TWI785666B
578038462,KR20220108265A
578038462,KR20220108265A
578038462,KR20220108265A
579097328,US11538790B2
579097328,US11538790B2
579097328,US11538790B2
579097328,US11538790B2
579097328,US11538790B2
579097328,US11538790B2
581290450,US11721685B2
581290450,US11721685B2
581290450,US11721685B2
581290450,US11721685B2
581290450,US11721685B2
581290450,US11721685B2
581290450,US11721685B2
581290450,US11721685B2
581290450,US11721685B2
581290450,US11721685B2
581290450,US11721685B2
588125290,US2023067765A1
588125290,US2023067765A1
588125290,US2023067765A1
588125290,US2023067765A1
588130372,US2023064541A1
588130372,US2023064541A1
588130372,US2023064541A1
588130372,US2023064541A1
588130372,US2023064541A1
588130372,US2023064541A1
588820972,US2023081139A1
588820972,US2023081139A1
588820972,US2023081139A1
588820972,US2023081139A1
588820972,US2023081139A1
588820972,US2023081139A1
588820972,US2023081139A1
588820972,US2023081139A1
588820972,US2023081139A1
588820972,US2023081139A1
588820972,US2023081139A1
588820972,US2023081139A1
588820972,US2023081139A1
588820972,US2023081139A1
588820972,US2023081139A1
588820972,US2023081139A1
592645440,CN116134516A
592645440,CN116134516A
592645440,CN116134516A
592645440,CN116134516A
592645440,CN116134516A
592645440,CN116134516A
592645440,CN116134516A
592645440,CN116134516A
592645440,CN116134516A
592645440,CN116134516A
592645440,CN116134516A
592645440,CN116134516A
592645440,CN116134516A
592645440,CN116134516A
592645440,CN116134516A
593733156,US2023180621A1
530619927,US11056179B2
530619927,US11056179B2
530619927,US11056179B2
530619927,US11056179B2
530619927,US11056179B2
530619927,US11056179B2
530619927,US11056179B2
530619927,US11056179B2
530619927,US11056179B2
530619927,US11056179B2
530619927,US11056179B2
536235004,WO2020163227A1
536235004,WO2020163227A1
536235004,WO2020163227A1
536235004,WO2020163227A1
536235004,WO2020163227A1
536235004,WO2020163227A1
540981725,CN111881071B
540982095,CN111883196B
540982095,CN111883196B
540982095,CN111883196B
540982095,CN111883196B
540982095,CN111883196B
540982095,CN111883196B
540982095,CN111883196B
540982095,CN111883196B
540982095,CN111883196B
541186608,JP7473386B2
541186608,JP7473386B2
541186608,JP7473386B2
541186608,JP7473386B2
541507526,CN111952442A
541661075,KR102434161B1
541661075,KR102434161B1
541661075,KR102434161B1
541661075,KR102434161B1
541661075,KR102434161B1
541661075,KR102434161B1
541661075,KR102434161B1
541661075,KR102434161B1
541661075,KR102434161B1
541858539,KR102602695B1
542838618,KR20200130113A
542838618,KR20200130113A
542838618,KR20200130113A
542838618,KR20200130113A
544014567,US10943622B2
544014567,US10943622B2
544014567,US10943622B2
544014567,US10943622B2
544014567,US10943622B2
544014567,US10943622B2
544119901,US11823888B2
544119901,US11823888B2
544847222,TWI817008B
544847222,TWI817008B
544847222,TWI817008B
544847222,TWI817008B
546429333,TW202044493A
546431333,TWI833945B
547427746,US11569256B2
547427746,US11569256B2
547427746,US11569256B2
547427746,US11569256B2
547427746,US11569256B2
548245667,CN112597507B
548245667,CN112597507B
548245667,CN112597507B
548595520,US11849582B2
548595520,US11849582B2
548595600,US11424266B2
548595600,US11424266B2
548957523,US11538860B2
548957523,US11538860B2
548957523,US11538860B2
548957523,US11538860B2
548957523,US11538860B2
548957523,US11538860B2
548957523,US11538860B2
548957523,US11538860B2
548957523,US11538860B2
552995219,CN113053869A
552995219,CN113053869A
553631589,CN113096699A
553631589,CN113096699A
553631589,CN113096699A
553631589,CN113096699A
553631589,CN113096699A
553631589,CN113096699A
553631589,CN113096699A
553631589,CN113096699A
553631589,CN113096699A
553631589,CN113096699A
553631589,CN113096699A
554141330,CN113140240A
554141330,CN113140240A
554141330,CN113140240A
554141330,CN113140240A
554141330,CN113140240A
554141330,CN113140240A
554141330,CN113140240A
554141330,CN113140240A
554141330,CN113140240A
554141330,CN113140240A
554141330,CN113140240A
554141330,CN113140240A
554141330,CN113140240A
554297291,US11069400B1
554297291,US11069400B1
554297291,US11069400B1
554297291,US11069400B1
554297291,US11069400B1
554297291,US11069400B1
554297291,US11069400B1
554297291,US11069400B1
554297291,US11069400B1
554297291,US11069400B1
554297291,US11069400B1
554297291,US11069400B1
554297291,US11069400B1
554412084,WO2021142816A1
554412084,WO2021142816A1
554412084,WO2021142816A1
554412084,WO2021142816A1
554412084,WO2021142816A1
554412084,WO2021142816A1
554412084,WO2021142816A1
554412084,WO2021142816A1
554412084,WO2021142816A1
554412084,WO2021142816A1
554503425,EP4084052A4
554503425,EP4084052A4
554503425,EP4084052A4
554503425,EP4084052A4
554503425,EP4084052A4
554503425,EP4084052A4
554503425,EP4084052A4
554503425,EP4084052A4
554503425,EP4084052A4
554503425,EP4084052A4
555074021,JP7560299B2
555074021,JP7560299B2
555074021,JP7560299B2
555074021,JP7560299B2
555074021,JP7560299B2
555074021,JP7560299B2
555074021,JP7560299B2
555074021,JP7560299B2
555074021,JP7560299B2
555074021,JP7560299B2
555074021,JP7560299B2
555294961,KR20210093521A
555294961,KR20210093521A
555294961,KR20210093521A
555294961,KR20210093521A
555294961,KR20210093521A
555294961,KR20210093521A
555294961,KR20210093521A
555294961,KR20210093521A
555294961,KR20210093521A
555294961,KR20210093521A
555294961,KR20210093521A
555294961,KR20210093521A
555294961,KR20210093521A
555371191,KR20210089568A
555371191,KR20210089568A
555371191,KR20210089568A
555371191,KR20210089568A
555371191,KR20210089568A
555371191,KR20210089568A
555371191,KR20210089568A
555371191,KR20210089568A
555371191,KR20210089568A
555371191,KR20210089568A
555371191,KR20210089568A
555996763,CN113302696A
555996763,CN113302696A
555996763,CN113302696A
555996763,CN113302696A
555996763,CN113302696A
555996763,CN113302696A
560146290,KR102327871B1
560146290,KR102327871B1
562056456,US11189338B1
562056456,US11189338B1
562056456,US11189338B1
565145083,US11239169B1
565145083,US11239169B1
565145083,US11239169B1
569166639,US2022092016A1
569166639,US2022092016A1
569410369,TW202143229A
569410369,TW202143229A
569410369,TW202143229A
569410369,TW202143229A
569410369,TW202143229A
569410369,TW202143229A
569410369,TW202143229A
569410369,TW202143229A
569410369,TW202143229A
569410369,TW202143229A
569410369,TW202143229A
611565176,CN118051447A
611565176,CN118051447A
611565176,CN118051447A
611565176,CN118051447A
611565176,CN118051447A
611565176,CN118051447A
611565176,CN118051447A
611565176,CN118051447A
611565176,CN118051447A
611565176,CN118051447A
611565176,CN118051447A
611565176,CN118051447A
611565176,CN118051447A
530619927,US11056179B2
530619927,US11056179B2
530619927,US11056179B2
530619927,US11056179B2
530619927,US11056179B2
530619927,US11056179B2
530619927,US11056179B2
536235004,WO2020163227A1
536235004,WO2020163227A1
538964180,CN111755435B
538964180,CN111755435B
538964180,CN111755435B
538964180,CN111755435B
539546751,US11094715B2
540982095,CN111883196B
540982095,CN111883196B
541186608,JP7473386B2
541186608,JP7473386B2
541661075,KR102434161B1
541661075,KR102434161B1
542838618,KR20200130113A
542838618,KR20200130113A
543541863,CN112164674A
543541863,CN112164674A
543541863,CN112164674A
543541863,CN112164674A
544014567,US10943622B2
544014567,US10943622B2
544119901,US11823888B2
544119901,US11823888B2
544119901,US11823888B2
544119901,US11823888B2
544119901,US11823888B2
544119901,US11823888B2
544847222,TWI817008B
544847222,TWI817008B
546030314,US11410981B2
546030314,US11410981B2
546030314,US11410981B2
546030314,US11410981B2
546030314,US11410981B2
546030314,US11410981B2
546030314,US11410981B2
546030314,US11410981B2
546030314,US11410981B2
546030314,US11410981B2
546030314,US11410981B2
547427746,US11569256B2
547427746,US11569256B2
548957523,US11538860B2
548957523,US11538860B2
552730056,US11876076B2
552730056,US11876076B2
552730056,US11876076B2
552730056,US11876076B2
552995219,CN113053869A
552995219,CN113053869A
552995219,CN113053869A
552995219,CN113053869A
552995219,CN113053869A
552995219,CN113053869A
552995219,CN113053869A
553631589,CN113096699A
553631589,CN113096699A
553631589,CN113096699A
553631589,CN113096699A
553631589,CN113096699A
553631589,CN113096699A
553631589,CN113096699A
555074021,JP7560299B2
555074021,JP7560299B2
555074021,JP7560299B2
555074021,JP7560299B2
555074021,JP7560299B2
555074021,JP7560299B2
555074021,JP7560299B2
555371191,KR20210089568A
555371191,KR20210089568A
555371191,KR20210089568A
555371191,KR20210089568A
555371191,KR20210089568A
555371191,KR20210089568A
555371191,KR20210089568A
555792234,US11302645B2
555792234,US11302645B2
555792234,US11302645B2
555792234,US11302645B2
555792234,US11302645B2
555792234,US11302645B2
555792234,US11302645B2
555792234,US11302645B2
555792234,US11302645B2
555792234,US11302645B2
555996763,CN113302696A
555996763,CN113302696A
558937755,US11508750B2
558937755,US11508750B2
561821330,US12058847B2
561821330,US12058847B2
562056456,US11189338B1
562056456,US11189338B1
562056456,US11189338B1
562056456,US11189338B1
562056456,US11189338B1
562056456,US11189338B1
562056456,US11189338B1
562056456,US11189338B1
562056456,US11189338B1
563315614,US11915997B2
563315614,US11915997B2
563315614,US11915997B2
563315614,US11915997B2
563315614,US11915997B2
563315614,US11915997B2
563315614,US11915997B2
563315614,US11915997B2
563646922,US11791282B2
563646922,US11791282B2
563646922,US11791282B2
563646922,US11791282B2
563646922,US11791282B2
563646922,US11791282B2
563646922,US11791282B2
563646922,US11791282B2
563646922,US11791282B2
563646922,US11791282B2
563646922,US11791282B2
563646922,US11791282B2
563646922,US11791282B2
563646922,US11791282B2
563646922,US11791282B2
563646922,US11791282B2
563646922,US11791282B2
563646922,US11791282B2
565145083,US11239169B1
565145083,US11239169B1
565145083,US11239169B1
565145083,US11239169B1
565145083,US11239169B1
565145083,US11239169B1
565145083,US11239169B1
565145083,US11239169B1
565145083,US11239169B1
565145083,US11239169B1
565145083,US11239169B1
565145083,US11239169B1
565145083,US11239169B1
565145083,US11239169B1
565145083,US11239169B1
569166639,US2022092016A1
569410369,TW202143229A
569410369,TW202143229A
569410369,TW202143229A
569410369,TW202143229A
569410369,TW202143229A
569410369,TW202143229A
569410369,TW202143229A
611565176,CN118051447A
510736342,WO2019199471A1
511372027,EP3776650A1
517605685,CN110114880B
517605685,CN110114880B
517605693,CN110114879B
