appln_id,full_pub_number,Abstract
612372230,EP4471771A1,"The subject technology is directed to systems and methods for semiconductor devices with extended high-bandwidth memory (HBM) offsets. In a specific embodiment, the subject technology provides an apparatus that includes a circuit comprising a first connector and a second connector. The circuit is configured to send a first signal using the first connector to indicate a first selection. The apparatus further includes a first memory device comprising a first selector and a third connector and a fourth connector. The first selector is configured to couple the third connector to the second connector based on the first signal. The one or more connectors of the first memory devices cover a broad distance to ensure robust connectivity between the circuit and the first memory device. There are other embodiments as well."
614397597,CN118314932A,"The present disclosure relates to power management and delivery for high bandwidth memory. The high bandwidth memory HBM device can include a power management integrated circuit PMIC, a voltage regulator integrated within an interface die of the HBM system or included as a separate chip within a HBM system stack. Thus, the HBM system can be supplied with a higher voltage and the voltage can be adjusted to a desired power level, which can increase the total power available to the HBM system without increasing the number of microbumps. In addition, a ground voltage, a positive voltage, or both, can be supplied to the HBM device via its back interface, which can reduce the number of microbumps at the front interface. In some examples, a modified heat sink assembly is capable of supplying the ground voltage, the positive voltage, or both to the HBM system."
614397597,CN118314932A,"The present disclosure relates to power management and delivery for high bandwidth memory. The high bandwidth memory HBM device can include a power management integrated circuit PMIC, a voltage regulator integrated within an interface die of the HBM system or included as a separate chip within a HBM system stack. Thus, the HBM system can be supplied with a higher voltage and the voltage can be adjusted to a desired power level, which can increase the total power available to the HBM system without increasing the number of microbumps. In addition, a ground voltage, a positive voltage, or both, can be supplied to the HBM device via its back interface, which can reduce the number of microbumps at the front interface. In some examples, a modified heat sink assembly is capable of supplying the ground voltage, the positive voltage, or both to the HBM system."
615501992,EP4503032A1,"The present application relates to systems and methods for providing high bandwidth connections between memory and computing units. For example, memory units can be configured to perform concurrent read and write operations in parallel to one another. The memory units can also be configured to alter the relative bandwidths that are available for the read and write operations. For example, bi-directional transmission interfaces of a memory unit can be assigned to operate as uni-directional interfaces that are a part of either a data input path or a data output path."
615501992,EP4503032A1,"The present application relates to systems and methods for providing high bandwidth connections between memory and computing units. For example, memory units can be configured to perform concurrent read and write operations in parallel to one another. The memory units can also be configured to alter the relative bandwidths that are available for the read and write operations. For example, bi-directional transmission interfaces of a memory unit can be assigned to operate as uni-directional interfaces that are a part of either a data input path or a data output path."
617607493,CN118632615A,"Translated fromChinese本发明涉及磁性随机存取存储器(MRAM)堆叠体、制造MRAM堆叠体的方法、MRAM阵列、计算机系统、和MRAM器件。所述MRAM堆叠体包括：包括赫斯勒化合物的第一磁性层。所述MRAM堆叠体还包括一个或多个种子层，所述种子层包括配置为将所述赫斯勒化合物模板化的包括结晶结构的模板化结构体。所述第一磁性层形成在所述模板化结构体上方。所述模板化结构体包括第一二元合金的层，所述第一二元合金包括铂‑铝(PtAl)。The present invention relates to a magnetic random access memory (MRAM) stack, a method for manufacturing an MRAM stack, an MRAM array, a computer system, and an MRAM device. The MRAM stack includes: a first magnetic layer including a Heusler compound. The MRAM stack also includes one or more seed layers, the seed layer including a templated structure including a crystalline structure configured to template the Heusler compound. The first magnetic layer is formed above the templated structure. The templated structure includes a layer of a first binary alloy, the first binary alloy including platinum-aluminum (PtAl)."
620662031,US2024371410A1,Abstract 없음
620782766,WO2024228879A1,"An apparatus including a high bandwidth memort' circuit and associated systems and methods are disclosed herein. The apparatus may include multiple HBM cubes connected to a processor, such as a GPU. The HBM cubes may be connected in series or in parallel. One or more of the HBM cubes can include a secondary' communication circuit configured to facilitate the expanded connection between the multiple cubes."
620982782,US2024379568A1,Abstract 없음
620982782,US2024379568A1,Abstract 없음
620982782,US2024379568A1,Abstract 없음
622010840,CN119070068A,"The present technology relates to systems and methods for semiconductor devices with extended high bandwidth memory HBM offsets. In a particular embodiment, the present technology provides an apparatus that includes a circuit including a first connector and a second connector. The circuit is configured to send a first signal using the first connector to indicate a first selection. The apparatus further includes a first memory device including a first selector and third and fourth connectors. The first selector is configured to couple the third connector to the second connector based on the first signal. One or more connectors of the first memory device cover a wide distance to ensure robust connectivity between the circuit and the first memory device. Other embodiments also exist."
622010840,CN119070068A,"The present technology relates to systems and methods for semiconductor devices with extended high bandwidth memory HBM offsets. In a particular embodiment, the present technology provides an apparatus that includes a circuit including a first connector and a second connector. The circuit is configured to send a first signal using the first connector to indicate a first selection. The apparatus further includes a first memory device including a first selector and third and fourth connectors. The first selector is configured to couple the third connector to the second connector based on the first signal. One or more connectors of the first memory device cover a wide distance to ensure robust connectivity between the circuit and the first memory device. Other embodiments also exist."
622010840,CN119070068A,"The present technology relates to systems and methods for semiconductor devices with extended high bandwidth memory HBM offsets. In a particular embodiment, the present technology provides an apparatus that includes a circuit including a first connector and a second connector. The circuit is configured to send a first signal using the first connector to indicate a first selection. The apparatus further includes a first memory device including a first selector and third and fourth connectors. The first selector is configured to couple the third connector to the second connector based on the first signal. One or more connectors of the first memory device cover a wide distance to ensure robust connectivity between the circuit and the first memory device. Other embodiments also exist."
624030320,US2025006250A1,Abstract 없음
624030320,US2025006250A1,Abstract 없음
624030320,US2025006250A1,Abstract 없음
624030320,US2025006250A1,Abstract 없음
624030320,US2025006250A1,Abstract 없음
624030320,US2025006250A1,Abstract 없음
624030320,US2025006250A1,Abstract 없음
624030320,US2025006250A1,Abstract 없음
624030320,US2025006250A1,Abstract 없음
624030320,US2025006250A1,Abstract 없음
624030320,US2025006250A1,Abstract 없음
625436440,US2025045238A1,Abstract 없음
625436440,US2025045238A1,Abstract 없음
612372230,EP4471771A1,"The subject technology is directed to systems and methods for semiconductor devices with extended high-bandwidth memory (HBM) offsets. In a specific embodiment, the subject technology provides an apparatus that includes a circuit comprising a first connector and a second connector. The circuit is configured to send a first signal using the first connector to indicate a first selection. The apparatus further includes a first memory device comprising a first selector and a third connector and a fourth connector. The first selector is configured to couple the third connector to the second connector based on the first signal. The one or more connectors of the first memory devices cover a broad distance to ensure robust connectivity between the circuit and the first memory device. There are other embodiments as well."
613354237,US2024203827A1,Abstract 없음
613354237,US2024203827A1,Abstract 없음
613354237,US2024203827A1,Abstract 없음
613354237,US2024203827A1,Abstract 없음
613354237,US2024203827A1,Abstract 없음
613354237,US2024203827A1,Abstract 없음
613354237,US2024203827A1,Abstract 없음
613354237,US2024203827A1,Abstract 없음
614397597,CN118314932A,"The present disclosure relates to power management and delivery for high bandwidth memory. The high bandwidth memory HBM device can include a power management integrated circuit PMIC, a voltage regulator integrated within an interface die of the HBM system or included as a separate chip within a HBM system stack. Thus, the HBM system can be supplied with a higher voltage and the voltage can be adjusted to a desired power level, which can increase the total power available to the HBM system without increasing the number of microbumps. In addition, a ground voltage, a positive voltage, or both, can be supplied to the HBM device via its back interface, which can reduce the number of microbumps at the front interface. In some examples, a modified heat sink assembly is capable of supplying the ground voltage, the positive voltage, or both to the HBM system."
615268648,US2024250082A1,Abstract 없음
615268648,US2024250082A1,Abstract 없음
615268648,US2024250082A1,Abstract 없음
615268648,US2024250082A1,Abstract 없음
615268648,US2024250082A1,Abstract 없음
615268648,US2024250082A1,Abstract 없음
615268648,US2024250082A1,Abstract 없음
615268648,US2024250082A1,Abstract 없음
615268648,US2024250082A1,Abstract 없음
615268648,US2024250082A1,Abstract 없음
615726164,CN118448395B,"The application provides a 2.5DHBM packaging structure and a 2.5DHBM packaging method, and relates to the technical field of HBM chip packaging. The 2.5DHBM package structure includes a substrate, a first chip, an HBM chip, a plastic package body, and a barrier layer. The first chip is electrically connected to the substrate. The HBM chip is electrically connected to the substrate and is arranged at intervals from the first chip. The plastic package body wraps the first chip and the HBM chip. And a blocking layer is arranged on the plastic package body, the position of the blocking layer is opposite to that of the HBM chip, and the blocking layer is used for isolating the HBM chip and detecting rays. The damage of rays to the HBM chip in the ray detection process can be avoided."
615726164,CN118448395B,"The application provides a 2.5DHBM packaging structure and a 2.5DHBM packaging method, and relates to the technical field of HBM chip packaging. The 2.5DHBM package structure includes a substrate, a first chip, an HBM chip, a plastic package body, and a barrier layer. The first chip is electrically connected to the substrate. The HBM chip is electrically connected to the substrate and is arranged at intervals from the first chip. The plastic package body wraps the first chip and the HBM chip. And a blocking layer is arranged on the plastic package body, the position of the blocking layer is opposite to that of the HBM chip, and the blocking layer is used for isolating the HBM chip and detecting rays. The damage of rays to the HBM chip in the ray detection process can be avoided."
617607493,CN118632615A,"Translated fromChinese本发明涉及磁性随机存取存储器(MRAM)堆叠体、制造MRAM堆叠体的方法、MRAM阵列、计算机系统、和MRAM器件。所述MRAM堆叠体包括：包括赫斯勒化合物的第一磁性层。所述MRAM堆叠体还包括一个或多个种子层，所述种子层包括配置为将所述赫斯勒化合物模板化的包括结晶结构的模板化结构体。所述第一磁性层形成在所述模板化结构体上方。所述模板化结构体包括第一二元合金的层，所述第一二元合金包括铂‑铝(PtAl)。The present invention relates to a magnetic random access memory (MRAM) stack, a method for manufacturing an MRAM stack, an MRAM array, a computer system, and an MRAM device. The MRAM stack includes: a first magnetic layer including a Heusler compound. The MRAM stack also includes one or more seed layers, the seed layer including a templated structure including a crystalline structure configured to template the Heusler compound. The first magnetic layer is formed above the templated structure. The templated structure includes a layer of a first binary alloy, the first binary alloy including platinum-aluminum (PtAl)."
617607493,CN118632615A,"Translated fromChinese本发明涉及磁性随机存取存储器(MRAM)堆叠体、制造MRAM堆叠体的方法、MRAM阵列、计算机系统、和MRAM器件。所述MRAM堆叠体包括：包括赫斯勒化合物的第一磁性层。所述MRAM堆叠体还包括一个或多个种子层，所述种子层包括配置为将所述赫斯勒化合物模板化的包括结晶结构的模板化结构体。所述第一磁性层形成在所述模板化结构体上方。所述模板化结构体包括第一二元合金的层，所述第一二元合金包括铂‑铝(PtAl)。The present invention relates to a magnetic random access memory (MRAM) stack, a method for manufacturing an MRAM stack, an MRAM array, a computer system, and an MRAM device. The MRAM stack includes: a first magnetic layer including a Heusler compound. The MRAM stack also includes one or more seed layers, the seed layer including a templated structure including a crystalline structure configured to template the Heusler compound. The first magnetic layer is formed above the templated structure. The templated structure includes a layer of a first binary alloy, the first binary alloy including platinum-aluminum (PtAl)."
619971361,US2024357839A1,Abstract 없음
619971361,US2024357839A1,Abstract 없음
619971361,US2024357839A1,Abstract 없음
619971361,US2024357839A1,Abstract 없음
619971361,US2024357839A1,Abstract 없음
619971361,US2024357839A1,Abstract 없음
620662031,US2024371410A1,Abstract 없음
620662031,US2024371410A1,Abstract 없음
620782766,WO2024228879A1,"An apparatus including a high bandwidth memort' circuit and associated systems and methods are disclosed herein. The apparatus may include multiple HBM cubes connected to a processor, such as a GPU. The HBM cubes may be connected in series or in parallel. One or more of the HBM cubes can include a secondary' communication circuit configured to facilitate the expanded connection between the multiple cubes."
620782766,WO2024228879A1,"An apparatus including a high bandwidth memort' circuit and associated systems and methods are disclosed herein. The apparatus may include multiple HBM cubes connected to a processor, such as a GPU. The HBM cubes may be connected in series or in parallel. One or more of the HBM cubes can include a secondary' communication circuit configured to facilitate the expanded connection between the multiple cubes."
620982782,US2024379568A1,Abstract 없음
620982782,US2024379568A1,Abstract 없음
620982782,US2024379568A1,Abstract 없음
620982782,US2024379568A1,Abstract 없음
620982782,US2024379568A1,Abstract 없음
620982782,US2024379568A1,Abstract 없음
620982782,US2024379568A1,Abstract 없음
620982782,US2024379568A1,Abstract 없음
620982782,US2024379568A1,Abstract 없음
620982782,US2024379568A1,Abstract 없음
620982782,US2024379568A1,Abstract 없음
620982782,US2024379568A1,Abstract 없음
620982782,US2024379568A1,Abstract 없음
620982782,US2024379568A1,Abstract 없음
620982782,US2024379568A1,Abstract 없음
622010840,CN119070068A,"The present technology relates to systems and methods for semiconductor devices with extended high bandwidth memory HBM offsets. In a particular embodiment, the present technology provides an apparatus that includes a circuit including a first connector and a second connector. The circuit is configured to send a first signal using the first connector to indicate a first selection. The apparatus further includes a first memory device including a first selector and third and fourth connectors. The first selector is configured to couple the third connector to the second connector based on the first signal. One or more connectors of the first memory device cover a wide distance to ensure robust connectivity between the circuit and the first memory device. Other embodiments also exist."
622997408,US2024421080A1,Abstract 없음
622997408,US2024421080A1,Abstract 없음
622997408,US2024421080A1,Abstract 없음
622997408,US2024421080A1,Abstract 없음
622997408,US2024421080A1,Abstract 없음
622997408,US2024421080A1,Abstract 없음
622997408,US2024421080A1,Abstract 없음
622997408,US2024421080A1,Abstract 없음
622997408,US2024421080A1,Abstract 없음
624030320,US2025006250A1,Abstract 없음
624030320,US2025006250A1,Abstract 없음
624030320,US2025006250A1,Abstract 없음
624030320,US2025006250A1,Abstract 없음
624030320,US2025006250A1,Abstract 없음
624030320,US2025006250A1,Abstract 없음
624030320,US2025006250A1,Abstract 없음
592400524,US11776619B2,Techniques to couple a high bandwidth memory device on a silicon substrate and a package substrate are disclosed. Examples include selectively activating input/out (I/O) or command and address (CA) contacts on a bottom side of a logic layer for the high bandwidth device based on a mode of operation. The I/O and CA contacts are for accessing one or more memory devices include in the high bandwidth memory device via one or more data channels.
592400524,US11776619B2,Techniques to couple a high bandwidth memory device on a silicon substrate and a package substrate are disclosed. Examples include selectively activating input/out (I/O) or command and address (CA) contacts on a bottom side of a logic layer for the high bandwidth device based on a mode of operation. The I/O and CA contacts are for accessing one or more memory devices include in the high bandwidth memory device via one or more data channels.
592400524,US11776619B2,Techniques to couple a high bandwidth memory device on a silicon substrate and a package substrate are disclosed. Examples include selectively activating input/out (I/O) or command and address (CA) contacts on a bottom side of a logic layer for the high bandwidth device based on a mode of operation. The I/O and CA contacts are for accessing one or more memory devices include in the high bandwidth memory device via one or more data channels.
592400524,US11776619B2,Techniques to couple a high bandwidth memory device on a silicon substrate and a package substrate are disclosed. Examples include selectively activating input/out (I/O) or command and address (CA) contacts on a bottom side of a logic layer for the high bandwidth device based on a mode of operation. The I/O and CA contacts are for accessing one or more memory devices include in the high bandwidth memory device via one or more data channels.
592400524,US11776619B2,Techniques to couple a high bandwidth memory device on a silicon substrate and a package substrate are disclosed. Examples include selectively activating input/out (I/O) or command and address (CA) contacts on a bottom side of a logic layer for the high bandwidth device based on a mode of operation. The I/O and CA contacts are for accessing one or more memory devices include in the high bandwidth memory device via one or more data channels.
592400524,US11776619B2,Techniques to couple a high bandwidth memory device on a silicon substrate and a package substrate are disclosed. Examples include selectively activating input/out (I/O) or command and address (CA) contacts on a bottom side of a logic layer for the high bandwidth device based on a mode of operation. The I/O and CA contacts are for accessing one or more memory devices include in the high bandwidth memory device via one or more data channels.
592400524,US11776619B2,Techniques to couple a high bandwidth memory device on a silicon substrate and a package substrate are disclosed. Examples include selectively activating input/out (I/O) or command and address (CA) contacts on a bottom side of a logic layer for the high bandwidth device based on a mode of operation. The I/O and CA contacts are for accessing one or more memory devices include in the high bandwidth memory device via one or more data channels.
592400524,US11776619B2,Techniques to couple a high bandwidth memory device on a silicon substrate and a package substrate are disclosed. Examples include selectively activating input/out (I/O) or command and address (CA) contacts on a bottom side of a logic layer for the high bandwidth device based on a mode of operation. The I/O and CA contacts are for accessing one or more memory devices include in the high bandwidth memory device via one or more data channels.
592400524,US11776619B2,Techniques to couple a high bandwidth memory device on a silicon substrate and a package substrate are disclosed. Examples include selectively activating input/out (I/O) or command and address (CA) contacts on a bottom side of a logic layer for the high bandwidth device based on a mode of operation. The I/O and CA contacts are for accessing one or more memory devices include in the high bandwidth memory device via one or more data channels.
592400524,US11776619B2,Techniques to couple a high bandwidth memory device on a silicon substrate and a package substrate are disclosed. Examples include selectively activating input/out (I/O) or command and address (CA) contacts on a bottom side of a logic layer for the high bandwidth device based on a mode of operation. The I/O and CA contacts are for accessing one or more memory devices include in the high bandwidth memory device via one or more data channels.
592400524,US11776619B2,Techniques to couple a high bandwidth memory device on a silicon substrate and a package substrate are disclosed. Examples include selectively activating input/out (I/O) or command and address (CA) contacts on a bottom side of a logic layer for the high bandwidth device based on a mode of operation. The I/O and CA contacts are for accessing one or more memory devices include in the high bandwidth memory device via one or more data channels.
601096424,US2023350830A1,Abstract 없음
601096424,US2023350830A1,Abstract 없음
601096424,US2023350830A1,Abstract 없음
601096424,US2023350830A1,Abstract 없음
601096424,US2023350830A1,Abstract 없음
601096424,US2023350830A1,Abstract 없음
601096424,US2023350830A1,Abstract 없음
601096424,US2023350830A1,Abstract 없음
601096945,US2023351063A1,Abstract 없음
601096945,US2023351063A1,Abstract 없음
601096945,US2023351063A1,Abstract 없음
602949804,US12046559B2,"A semiconductor memory stack connected to a processing unit, and associated methods and systems are disclosed. In some embodiments, the semiconductor memory stack may include one or more memory dies attached to and carried by a memory controller die—e.g., high-bandwidth memory. Further, a processing unit (e.g., a processor) may be attached to the memory controller die without an interposer to provide the shortest possible route for signals traveling between the semiconductor memory stack and the processing unit. In addition, the semiconductor memory stack and the processing unit can be attached to a package substrate without an interposer."
602949804,US12046559B2,"A semiconductor memory stack connected to a processing unit, and associated methods and systems are disclosed. In some embodiments, the semiconductor memory stack may include one or more memory dies attached to and carried by a memory controller die—e.g., high-bandwidth memory. Further, a processing unit (e.g., a processor) may be attached to the memory controller die without an interposer to provide the shortest possible route for signals traveling between the semiconductor memory stack and the processing unit. In addition, the semiconductor memory stack and the processing unit can be attached to a package substrate without an interposer."
602949804,US12046559B2,"A semiconductor memory stack connected to a processing unit, and associated methods and systems are disclosed. In some embodiments, the semiconductor memory stack may include one or more memory dies attached to and carried by a memory controller die—e.g., high-bandwidth memory. Further, a processing unit (e.g., a processor) may be attached to the memory controller die without an interposer to provide the shortest possible route for signals traveling between the semiconductor memory stack and the processing unit. In addition, the semiconductor memory stack and the processing unit can be attached to a package substrate without an interposer."
604622270,US2024004814A1,Abstract 없음
604622270,US2024004814A1,Abstract 없음
604622270,US2024004814A1,Abstract 없음
604622270,US2024004814A1,Abstract 없음
604622270,US2024004814A1,Abstract 없음
604622270,US2024004814A1,Abstract 없음
604622270,US2024004814A1,Abstract 없음
604622270,US2024004814A1,Abstract 없음
604622270,US2024004814A1,Abstract 없음
604622270,US2024004814A1,Abstract 없음
605235515,US12087352B2,Techniques to couple a high bandwidth memory device on a silicon substrate and a package substrate are disclosed. Examples include selectively activating input/out (I/O) or command and address (CA) contacts on a bottom side of a logic layer for the high bandwidth device based on a mode of operation. The I/O and CA contacts are for accessing one or more memory devices include in the high bandwidth memory device via one or more data channels.
605235515,US12087352B2,Techniques to couple a high bandwidth memory device on a silicon substrate and a package substrate are disclosed. Examples include selectively activating input/out (I/O) or command and address (CA) contacts on a bottom side of a logic layer for the high bandwidth device based on a mode of operation. The I/O and CA contacts are for accessing one or more memory devices include in the high bandwidth memory device via one or more data channels.
605235515,US12087352B2,Techniques to couple a high bandwidth memory device on a silicon substrate and a package substrate are disclosed. Examples include selectively activating input/out (I/O) or command and address (CA) contacts on a bottom side of a logic layer for the high bandwidth device based on a mode of operation. The I/O and CA contacts are for accessing one or more memory devices include in the high bandwidth memory device via one or more data channels.
605235515,US12087352B2,Techniques to couple a high bandwidth memory device on a silicon substrate and a package substrate are disclosed. Examples include selectively activating input/out (I/O) or command and address (CA) contacts on a bottom side of a logic layer for the high bandwidth device based on a mode of operation. The I/O and CA contacts are for accessing one or more memory devices include in the high bandwidth memory device via one or more data channels.
605235515,US12087352B2,Techniques to couple a high bandwidth memory device on a silicon substrate and a package substrate are disclosed. Examples include selectively activating input/out (I/O) or command and address (CA) contacts on a bottom side of a logic layer for the high bandwidth device based on a mode of operation. The I/O and CA contacts are for accessing one or more memory devices include in the high bandwidth memory device via one or more data channels.
605235515,US12087352B2,Techniques to couple a high bandwidth memory device on a silicon substrate and a package substrate are disclosed. Examples include selectively activating input/out (I/O) or command and address (CA) contacts on a bottom side of a logic layer for the high bandwidth device based on a mode of operation. The I/O and CA contacts are for accessing one or more memory devices include in the high bandwidth memory device via one or more data channels.
605235515,US12087352B2,Techniques to couple a high bandwidth memory device on a silicon substrate and a package substrate are disclosed. Examples include selectively activating input/out (I/O) or command and address (CA) contacts on a bottom side of a logic layer for the high bandwidth device based on a mode of operation. The I/O and CA contacts are for accessing one or more memory devices include in the high bandwidth memory device via one or more data channels.
605235515,US12087352B2,Techniques to couple a high bandwidth memory device on a silicon substrate and a package substrate are disclosed. Examples include selectively activating input/out (I/O) or command and address (CA) contacts on a bottom side of a logic layer for the high bandwidth device based on a mode of operation. The I/O and CA contacts are for accessing one or more memory devices include in the high bandwidth memory device via one or more data channels.
605235515,US12087352B2,Techniques to couple a high bandwidth memory device on a silicon substrate and a package substrate are disclosed. Examples include selectively activating input/out (I/O) or command and address (CA) contacts on a bottom side of a logic layer for the high bandwidth device based on a mode of operation. The I/O and CA contacts are for accessing one or more memory devices include in the high bandwidth memory device via one or more data channels.
605235515,US12087352B2,Techniques to couple a high bandwidth memory device on a silicon substrate and a package substrate are disclosed. Examples include selectively activating input/out (I/O) or command and address (CA) contacts on a bottom side of a logic layer for the high bandwidth device based on a mode of operation. The I/O and CA contacts are for accessing one or more memory devices include in the high bandwidth memory device via one or more data channels.
605235515,US12087352B2,Techniques to couple a high bandwidth memory device on a silicon substrate and a package substrate are disclosed. Examples include selectively activating input/out (I/O) or command and address (CA) contacts on a bottom side of a logic layer for the high bandwidth device based on a mode of operation. The I/O and CA contacts are for accessing one or more memory devices include in the high bandwidth memory device via one or more data channels.
607571193,JP7451819B2,Abstract 없음
607571193,JP7451819B2,Abstract 없음
607571193,JP7451819B2,Abstract 없음
607571193,JP7451819B2,Abstract 없음
607571193,JP7451819B2,Abstract 없음
607571193,JP7451819B2,Abstract 없음
607571193,JP7451819B2,Abstract 없음
607571193,JP7451819B2,Abstract 없음
607571193,JP7451819B2,Abstract 없음
607571193,JP7451819B2,Abstract 없음
607571193,JP7451819B2,Abstract 없음
607855563,CN117711454B,"Translated fromChinese本申请涉及电数字数据处理技术领域，特别是涉及一种HBM命令地址的训练方法。其包括：初始化i为a1，j为a2；如果延迟为i时HBM采样失败，则i＝i+Δa，重复判段，直至成功，将当前i的值赋予i0；如果延迟分别为i0+Δa、i0+2×Δa、i0+3×Δa时HBM均采样成功，则判断将延迟设置为j时HBM是否采样成功；若失败，则j＝j‑Δa，重复判断，直至成功，将当前j的值赋予j0；如果延迟分别为j0‑Δa、j0‑2×Δa、j0‑3×Δa时HBM均采样成功，则判断延迟为(i0+j0)/2时HBM是否采样成功，若成功，则将(i0+j0)/2确定为最优延迟。本发明减少了对HBM命令地址的训练时间。The present application relates to the technical field of electronic digital data processing, and in particular to a training method for HBM command address. The method comprises: initializing i to a1and j to a2; if HBM sampling fails when the delay is i, i=i+Δa, repeating the segment judgment until success, and assigning the current value of i to i0; if HBM sampling is successful when the delay is i0+Δa, i0+2×Δa, and i0+3×Δa, then judging whether HBM sampling is successful when the delay is set to j; if failure, j=j‑Δa, repeating the judgment until success, and assigning the current value of j to j0; if HBM sampling is successful when the delay is j0‑Δa, j0‑2×Δa, and j0‑3×Δa, then judging whether HBM sampling is successful when the delay is (i0+j0)/2, and if success, determining (i0+j0)/2 as the optimal delay. The present invention reduces the training time for HBM command address."
607944098,WO2024054427A1,"An interconnected stack of Dynamic Random Access Memory (DRAM) die has a first set of DRAM die (e.g., two, three, four, etc.) coupled to a first independent memory channel, a second set of DRAM die (e.g., two, three, four, etc.) coupled to a second independent memory channel, and a shared die coupled to both independent memory channels. The shared die may be used to store information (e.g., error correcting code) for Reliability, Availability, and Serviceability (RAS) purposes. The shared die may also be used to replace the functionality of a failed or failing die."
610901356,CN117998970A,"Magnetic Random Access Memory (MRAM) stack, method of fabricating MRAM stack, MRAM array, computer system, and MRAM device. The MRAM stack includes a first magnetic layer that includes a heusler compound. The MRAM stack also includes one or more seed layers that include a multi-layer templated structure including a crystalline structure configured to template the heusler compounds and enhance Tunnel Magnetoresistance (TMR) of the MRAM stack. The first magnetic layer is formed over the multi-layer templated structure. The multilayer templated structure includes: a layer comprising a first binary alloy of tungsten-aluminum (WAl), and a layer of a second binary alloy having a cesium chloride (CsCl) structure. The second binary alloy covers the first binary alloy."
622131238,US2024403240A1,Abstract 없음
622131238,US2024403240A1,Abstract 없음
622131238,US2024403240A1,Abstract 없음
